HGNC	Module_Label
ZNF815	M17
AC018816.3	M17
RP11-403I13.8	M17
MRPS36P1	M17
AC009404.2	M17
GUSBP5	M17
AC087886.1	M17
AC015987.1	M17
AC007750.5	M17
AL592284.1	M17
RP11-16C18.3	M17
DLEU7-AS1	M17
RP11-236F9.4	M17
CKMT1B	M17
RP11-298E9.3	M17
SHISA9	M17
C2ORF74	M17
RP11-307E17.2	M17
AC063976.4	M17
AC010980.2	M17
AC079922.3	M17
RP11-288I21.1	M17
CNTN4-AS1	M17
ABCA17P	M17
OR2W3	M17
SNOU13	M17
AC007405.6	M17
AC024597.1	M17
TNFSF12	M17
RP11-393B14.1	M17
AC064853.4	M17
RP11-379F4.4	M17
COX19	M17
ARHGEF25	M17
RP11-392A14.7	M17
AC093627.10	M17
RP11-244H3.1	M17
PPP1R2P4	M17
RP11-80H8.4	M17
PVRL3-AS1	M17
ARHGEF26-AS1	M17
FGF14-IT1	M17
PALM2	M17
RP11-15N24.3	M17
FAM86DP	M17
CTD-2049J23.2	M17
RP11-431I8.1	M17
RP11-85M11.2	M17
RP11-569H14.1	M17
RP11-18A3.4	M17
AL360001.1	M17
AC068765.1	M17
AL691432.1	M17
RP11-165P7.1	M17
CTC-774J1.2	M17
AC103681.1	M17
AC009108.1	M17
AC018665.1	M17
RP11-431M7.3	M17
RP11-273G15.2	M17
RP11-18C24.6	M17
RP11-422N16.3	M17
CLEC4GP1	M17
RP11-702A23.1	M17
CTD-2536I1.1	M17
RP11-174F8.1	M17
DSTNP2	M17
RP1-45I14.1	M17
AC063976.6	M17
AC121336.2	M17
TNFSF12-TNFSF13	M17
CTC-250P20.1-001	M17
AC008537.2	M17
RP11-438N16.1	M17
RP11-423H2.3	M17
RP11-586D19.1	M17
RP11-454P21.1	M17
CTD-2195M18.1	M17
AC021683.1	M17
RP11-9G1.3	M17
AC138207.1	M17
CTD-2269F5.1	M17
RP11-185P18.1	M17
GPR162	M17
CTD-3083F21.1	M17
RP11-738E22.2	M17
RP11-710F7.2	M17
RP11-71E19.1	M17
RP11-115D19.1	M17
RP11-399D2.1	M17
CTB-22K21.2	M17
RP11-118M9.3	M17
RP11-714L20.1	M17
RP11-122A3.2	M17
KB-1107E3.1	M17
RP11-380I10.4	M17
CTD-2292P10.4	M17
RP11-367E12.4	M17
RP11-318M2.3	M17
RP11-737F9.1	M17
RP11-473O4.5	M17
RP11-760H22.2	M17
CTD-2562J17.7	M17
RP11-867G23.10	M17
RP11-535A19.1	M17
RP11-429J17.7	M17
AP003068.18	M17
PPP1R1AP1	M17
RP11-770J1.4	M17
RP11-618K13.2	M17
RP11-234B24.6	M17
RP11-529H2.2	M17
RP11-571M6.6	M17
AL139385.1	M17
AC034102.1	M17
U47924.11	M17
RP11-612B6.2	M17
RP11-1018J11.1	M17
RP11-504G3.4	M17
AC020663.1	M17
RP11-169D4.2	M17
RP11-598F7.5	M17
RP11-680H20.1	M17
RP11-680F8.1	M17
RP13-439H18.4	M17
AC135782.1	M17
AP000438.2	M17
AC040173.1	M17
AL391357.1	M17
RP11-783K16.10	M17
RP11-317N8.3	M17
RP11-571M6.8	M17
RP11-18J9.3	M17
RP11-202H2.1	M17
RP11-471B22.2	M17
RP11-1012A1.4	M17
RP11-665C16.4	M17
RP3-449M8.3	M17
RP11-973D8.3	M17
RP11-497E19.2	M17
TMEM179	M17
CTD-2062F14.3	M17
RP11-133K1.2	M17
RP11-593F23.1	M17
RP11-325E5.3	M17
RP11-37C7.1	M17
RP11-244F12.2	M17
RP11-707P17.1	M17
CFH	M18
WNT16	M18
TFPI	M18
SLC7A2	M18
COPZ2	M18
MPO	M18
ITGAL	M18
ALDH3B1	M18
RHBDF1	M18
STAB1	M18
SLC6A13	M18
CD4	M18
BTK	M18
HFE	M18
FMO1	M18
DCN	M18
TYROBP	M18
GPRC5A	M18
WAS	M18
SLC38A5	M18
WWTR1	M18
MARCO	M18
GPR124	M18
CPS1	M18
DEF6	M18
EHD2	M18
PRKCH	M18
TNFRSF1B	M18
BAK1	M18
GRN	M18
VCL	M18
FLT4	M18
MSR1	M18
ADAM28	M18
ZIC2	M18
LCP2	M18
ANO2	M18
ARHGAP6	M18
ELN	M18
LAMC3	M18
CYBA	M18
ALX4	M18
C6ORF186	M18
LY75	M18
FOXC1	M18
PKP2	M18
TBXAS1	M18
PARP12	M18
PRDM6	M18
EYA2	M18
CALCRL	M18
TRAM2	M18
TIE1	M18
CD84	M18
SPI1	M18
SP100	M18
TNFRSF1A	M18
BCL3	M18
TGFBR3	M18
WIPI1	M18
LMCD1	M18
CYBRD1	M18
SCARF1	M18
PLD1	M18
RBMS2	M18
FMO4	M18
MCAM	M18
APBB1IP	M18
SLC25A43	M18
ITGA8	M18
FAP	M18
ITM2A	M18
PTPRC	M18
FYB	M18
PLOD1	M18
MECOM	M18
B4GALT1	M18
LAT2	M18
ADAMTS2	M18
CETP	M18
MMP2	M18
NID2	M18
SIGLEC1	M18
FXYD5	M18
HEPH	M18
ICAM1	M18
CD209	M18
LAMB1	M18
ANGPT2	M18
CCDC80	M18
TBX15	M18
TREM2	M18
DSP	M18
KCNK6	M18
GADD45B	M18
MADCAM1	M18
SERPIND1	M18
CYTH4	M18
LGALS1	M18
CRYBB1	M18
KDELR3	M18
TIMP3	M18
HMOX1	M18
PDGFB	M18
NCF4	M18
RIN3	M18
PAPLN	M18
PLTP	M18
PROCR	M18
NFATC2	M18
MYLK2	M18
HCK	M18
JAG1	M18
MYL12A	M18
MXRA5	M18
SRPX	M18
ASB9	M18
TIMP1	M18
SRPX2	M18
SYTL4	M18
FOXF1	M18
QPRT	M18
PYCARD	M18
RASL12	M18
EHD4	M18
ATP8B4	M18
WISP1	M18
GSDMD	M18
TNFRSF10A	M18
FCGRT	M18
CD37	M18
LYL1	M18
RASAL3	M18
EBI3	M18
TGFB1	M18
SIGLEC8	M18
CLEC11A	M18
PLEKHA4	M18
LSR	M18
TFPI2	M18
STEAP1B	M18
PTN	M18
VIPR2	M18
C7ORF58	M18
FKBP14	M18
PCOLCE	M18
AEBP1	M18
OGN	M18
ASPN	M18
ECM2	M18
ENG	M18
DOCK8	M18
CXCL12	M18
UNC5B	M18
C10ORF54	M18
SLC6A4	M18
CCL2	M18
DHX58	M18
ABI3	M18
COL1A1	M18
FAM20A	M18
SULT1E1	M18
CPZ	M18
SH3D19	M18
BST1	M18
CTSC	M18
UNC93B1	M18
MS4A6A	M18
MS4A4A	M18
CCND1	M18
TMEM109	M18
SLC15A3	M18
TCIRG1	M18
VWF	M18
SELPLG	M18
BIN2	M18
ELK3	M18
TRPV4	M18
LTBR	M18
ARHGDIB	M18
FZD10	M18
PTPN6	M18
COL12A1	M18
BTN3A3	M18
BMP5	M18
TRIM38	M18
PHACTR2	M18
LAMA4	M18
LY86	M18
TBX18	M18
SEMA5A	M18
C7	M18
GHR	M18
SPARC	M18
PCDH12	M18
PDGFRB	M18
CD86	M18
WNT5A	M18
PLSCR4	M18
ABHD14B	M18
FAM176A	M18
EFEMP1	M18
FN1	M18
IL1R1	M18
WNT6	M18
PLEK	M18
PRRX1	M18
LEPR	M18
NCF2	M18
OLFML3	M18
NID1	M18
CTBS	M18
ECE1	M18
ID3	M18
SLC2A1	M18
RAB32	M18
CTGF	M18
VAMP8	M18
SPP1	M18
CSF3R	M18
FLVCR2	M18
MYCT1	M18
TNN	M18
TNFSF18	M18
TGFBI	M18
GLT8D2	M18
RDH10	M18
SCPEP1	M18
TBX2	M18
PLBD1	M18
GJB6	M18
ADORA3	M18
RASL11A	M18
SASH3	M18
FMOD	M18
TWIST1	M18
RECK	M18
BICC1	M18
ITPR2	M18
ITIH5	M18
NCKAP1L	M18
NMI	M18
FAM124B	M18
F13A1	M18
COL21A1	M18
CDKN1A	M18
RREB1	M18
IRF1	M18
BMP4	M18
C3	M18
CD93	M18
BMP2	M18
ID1	M18
F10	M18
HCST	M18
RRAS	M18
WNK4	M18
RHOJ	M18
OMD	M18
KLF2	M18
FGL2	M18
ZFP36	M18
KDR	M18
RAC2	M18
PODXL	M18
FLNC	M18
WDFY4	M18
ALDH1A2	M18
ISLR	M18
CD68	M18
ADCY4	M18
RHBDF2	M18
INS-IGF2	M18
DOCK6	M18
CNN1	M18
ARPC1B	M18
LSP1	M18
H19	M18
COL5A1	M18
NFATC1	M18
TMEM204	M18
IL13RA1	M18
MATN3	M18
EMILIN2	M18
CARD6	M18
SERPINF1	M18
ITGB4	M18
MATN2	M18
ACY3	M18
KANK4	M18
ALOX5AP	M18
SLC41A1	M18
EPSTI1	M18
POSTN	M18
RARRES3	M18
GIMAP6	M18
GIMAP4	M18
LYVE1	M18
LOXL2	M18
CD180	M18
WNT2B	M18
DOCK2	M18
EMP1	M18
DSC2	M18
APLNR	M18
COL4A2	M18
ETS1	M18
ANXA1	M18
HAVCR2	M18
TBX3	M18
CD36	M18
CD164	M18
HEY2	M18
DYSF	M18
GNS	M18
FHOD1	M18
FAM129A	M18
LAMC1	M18
TMBIM1	M18
THSD1	M18
LCP1	M18
ALPK3	M18
HLX	M18
KLF4	M18
TLR4	M18
TLN1	M18
FOXF2	M18
TLR2	M18
MYO7A	M18
LRRC32	M18
CASP1	M18
ITGA11	M18
SMAD6	M18
STRA6	M18
ARHGAP29	M18
CYP1B1	M18
EMILIN1	M18
MYOF	M18
CH25H	M18
MMRN1	M18
PDE5A	M18
PRDM5	M18
ANXA3	M18
ENPEP	M18
LEF1	M18
PARVG	M18
C1RL	M18
SLC38A4	M18
LUM	M18
KERA	M18
ACVRL1	M18
ESYT1	M18
LPAR6	M18
ZIC5	M18
FRMD6	M18
FBLN5	M18
HAPLN3	M18
NKD1	M18
IRF8	M18
ABCA8	M18
IGFBP4	M18
VAV1	M18
IFITM3	M18
ATHL1	M18
COL6A2	M18
EMP3	M18
MYO1F	M18
SLC47A1	M18
SIGLEC10	M18
EPHA2	M18
FAM176B	M18
HSPG2	M18
CYR61	M18
MOB3C	M18
CD53	M18
ITGA10	M18
GJA5	M18
FCGR2A	M18
CRABP2	M18
HMCN1	M18
ECM1	M18
ADAMTSL4	M18
CTSK	M18
ADAM15	M18
OSR1	M18
RBMS3	M18
FAM198A	M18
COL8A1	M18
PHLDB2	M18
LPP	M18
ATP10D	M18
OSMR	M18
BHMT	M18
DCDC2	M18
FGD2	M18
PRSS35	M18
SLC2A12	M18
SLC22A3	M18
IGFBP1	M18
CXORF36	M18
GPC3	M18
ADD3	M18
ADAM12	M18
RGS10	M18
SERPING1	M18
SLC43A1	M18
SERPINH1	M18
ST14	M18
ADAM33	M18
ESAM	M18
MPZL2	M18
TAGLN	M18
JPH2	M18
FERMT3	M18
CLEC1A	M18
FCGR1A	M18
VEGFC	M18
RGS18	M18
FOXO1	M18
SLC7A11	M18
ADAMTS12	M18
EDNRA	M18
ITIH2	M18
FLI1	M18
KCNE4	M18
OLAH	M18
GJA1	M18
SLC16A12	M18
HHEX	M18
ZIC1	M18
MR1	M18
BANK1	M18
DAB2	M18
BMP6	M18
RASSF3	M18
PLA2R1	M18
C16ORF89	M18
CMTM7	M18
SEMA3D	M18
GRAP	M18
ROBO4	M18
ANGPT1	M18
ABCA9	M18
PGM5	M18
ADAMTS1	M18
FGD5	M18
APCDD1	M18
PIEZO2	M18
GPR78	M18
SAMSN1	M18
SLC16A1	M18
SLC7A7	M18
VSIG4	M18
PPARGC1B	M18
TMBIM4	M18
CD109	M18
RBPMS	M18
MMP14	M18
SUSD3	M18
ARSE	M18
AFAP1L1	M18
TNFRSF14	M18
LDLRAP1	M18
COLEC12	M18
FCER1G	M18
C1QC	M18
CLIC6	M18
RUNX1	M18
BTG2	M18
C1R	M18
SPON2	M18
GAB3	M18
ITGB2	M18
SHC1	M18
IL6R	M18
ITGA5	M18
CXCL16	M18
BCL6B	M18
TAL1	M18
DHRS3	M18
LAPTM5	M18
ELTD1	M18
NLRP3	M18
DDR2	M18
OLFML2B	M18
ATF3	M18
DENND2D	M18
SNED1	M18
HAAO	M18
DISC1	M18
FRZB	M18
ACTG2	M18
HPGDS	M18
CTSS	M18
MSX1	M18
C1QTNF7	M18
TNFAIP8L2	M18
S100A11	M18
COL6A3	M18
TGFBR2	M18
FBLN2	M18
MNDA	M18
CXCL1	M18
TM4SF18	M18
CLEC3B	M18
SLC6A20	M18
CCR1	M18
HEYL	M18
EMCN	M18
HPGD	M18
GPX8	M18
ENPP6	M18
EGFLAM	M18
TLR3	M18
KLKB1	M18
FOXQ1	M18
MB21D1	M18
TXLNB	M18
COL1A2	M18
FNDC1	M18
SLC13A4	M18
SOX17	M18
FZD6	M18
CTHRC1	M18
SYK	M18
CYBB	M18
FOLR2	M18
GJB2	M18
CASP7	M18
VWA2	M18
ARHGAP42	M18
ADAMTS15	M18
FBN1	M18
CYYR1	M18
TMEM100	M18
CRABP1	M18
PLD4	M18
CCDC68	M18
B2M	M18
ANPEP	M18
RBPMS2	M18
AC130454.2	M18
MS4A7	M18
PRRX2	M18
IGF2	M18
LAIR1	M18
CDC42EP5	M18
TMIGD2	M18
TMEM88	M18
TMC8	M18
RAB3IL1	M18
SCARA5	M18
VASN	M18
CX3CR1	M18
MFSD2A	M18
BDKRB2	M18
TNXB	M18
COL3A1	M18
SLC16A4	M18
IL7R	M18
INPP5D	M18
PPIC	M18
ROR2	M18
SLC50A1	M18
STK32A	M18
P2RY12	M18
PTAFR	M18
RNASE6	M18
NPR1	M18
IL8	M18
SDC2	M18
GPR183	M18
AGPAT2	M18
TRIM56	M18
ITGAM	M18
ADORA2B	M18
CD14	M18
SMAGP	M18
TMEM133	M18
HTRA3	M18
CYTL1	M18
PRKCDBP	M18
TMEM37	M18
PTGER4	M18
GPR34	M18
TMEM51	M18
COL8A2	M18
ANGPTL7	M18
C3AR1	M18
LAMB2	M18
SLFN12	M18
SNTB1	M18
KLHL6	M18
EGFL7	M18
MRGPRF	M18
GXYLT2	M18
BNC2	M18
C10ORF131	M18
RHOD	M18
CYSLTR1	M18
MMRN2	M18
PPP1R3B	M18
C1QB	M18
C1QA	M18
CSPG4	M18
SULT1B1	M18
SLC19A1	M18
LRRC33	M18
CD34	M18
TLR10	M18
TLR1	M18
CMKLR1	M18
SLCO2A1	M18
CD248	M18
ZIC4	M18
LRRC25	M18
KCNE3	M18
NUPR1	M18
CLEC14A	M18
FOXL1	M18
FOXC2	M18
CTC-298B17.1	M18
ANO6	M18
CD163	M18
FAM26E	M18
ZNF366	M18
CD28	M18
THBD	M18
APOLD1	M18
FOXS1	M18
CDH5	M18
HCLS1	M18
TMEM64	M18
NQO1	M18
TMEM132C	M18
TMEM45A	M18
RNF135	M18
P2RY13	M18
RELL1	M18
TMEM30B	M18
FAM89A	M18
CREB3L2	M18
C1S	M18
AP000358.3	M18
BGN	M18
FES	M18
CSF1R	M18
ANXA2	M18
COL18A1	M18
SRPR	M18
TMEM119	M18
Z98256.1	M18
LHFP	M18
FOXL2	M18
OLFML1	M18
ARSI	M18
FOXD1	M18
ADAP2	M18
OAF	M18
ALDH1A3	M18
CSF1	M18
PROS1	M18
LPAR5	M18
TMEM173	M18
TMEM106A	M18
FAM43A	M18
IFITM2	M18
TCN2	M18
ROR1	M18
NR2F2	M18
OLFML2A	M18
NDUFA4L2	M18
IKZF1	M18
UBL4B	M18
ARHGAP30	M18
FOXD2	M18
LILRB4	M18
COL4A1	M18
GJA4	M18
THSD4	M18
PEAR1	M18
LDLRAD2	M18
SLC38A3	M18
S100A16	M18
PLAC9	M18
PCDH18	M18
S100A4	M18
LAMA2	M18
HRH1	M18
TLR7	M18
ADA	M18
TMEM26	M18
CASP4	M18
SERPINA1	M18
KANK2	M18
LRP10	M18
MPEG1	M18
S100A10	M18
OCLN	M18
MYO1C	M18
SLC22A6	M18
PLCG2	M18
TPM2	M18
ITGBL1	M18
PAPSS2	M18
ABCA4	M18
C1ORF85	M18
RCSD1	M18
DUSP27	M18
ARHGEF15	M18
TGM2	M18
AP001007.1	M18
FCGR3A	M18
SOX18	M18
NHSL2	M18
XXBAC-BPG246D15.8	M18
COL5A2	M18
PSMB8	M18
COL15A1	M18
AIF1	M18
LST1	M18
MICB	M18
CFI	M18
C3ORF72	M18
CRIP1	M18
RBMS2P1	M18
LTC4S	M18
ANXA2P1	M18
RP11-55L3.2	M18
HEXA	M18
GPSM3	M18
KLRK1	M18
ITGA1	M18
RP11-356J5.5	M18
SEC14L6	M18
RP11-371I1.2	M18
ANXA2P3	M18
CEBPD	M18
APOL6	M18
BTBD19	M18
LINC00152	M18
AC005104.3	M18
RP11-467L13.5	M18
RP11-756G12.1	M18
RP13-530H6.2	M18
RP11-228B15.4	M18
RBMS1P1	M18
RP1-310O13.7	M18
RP11-168P8.2	M18
RP11-69I8.3	M18
DNMBP-AS1	M18
RP11-745O10.4	M18
AP000459.4	M18
RP11-574F21.2	M18
AC006483.5	M18
RP11-571F15.6	M18
AC091177.1	M18
RP4-725G10.3	M18
SHC1P1	M18
AC004863.6	M18
ANXA2P2	M18
RP11-558N14.1	M18
CTB-51J22.1	M18
COL4A2-AS1	M18
CYP1B1-AS1	M18
AC110491.1	M18
RP1-69D17.3	M18
AC098617.2	M18
AC090952.4	M18
RP11-433J22.2	M18
HLA-B	M18
AP001189.4	M18
B3GNT9	M18
RP1-142L7.5	M18
ASS1P12	M18
S100A11P1	M18
APOBEC3G	M18
RP11-71N10.1	M18
AC132217.4	M18
TDGF1	M18
ZIC4-AS1	M18
CD302	M18
EGFL8	M18
RP11-413E6.5	M18
VWFP1	M18
RP11-309L24.2	M18
RP11-649A16.1	M18
CFB	M18
RP4-555L14.5	M18
XXBAC-BPG116M5.17	M18
RP11-475N22.4	M18
SCARF2	M18
APOBEC3C	M18
RP11-392P7.8	M18
RP11-493L12.2	M18
RP11-327J17.3	M18
RP11-79P5.2	M18
AC138128.1	M18
LY75-CD302	M18
CTB-113P19.1	M18
RP11-438E5.1	M18
ECSCR	M18
RP11-359P5.1	M18
RP11-725C19.1	M18
CTD-2215L10.1	M18
RP11-834C11.4	M18
RP1-96H9.6	M18
CTD-2544N14.3	M18
AC005895.3	M18
RP3-388N13.2	M18
RP11-744N12.2	M18
RP11-702H23.6	M18
RP11-664I21.6	M18
RP11-939C17.2	M18
Z82188.1	M18
RP11-277P12.7	M18
AL118508.1	M18
RP11-697H9.2	M18
RP1-102E24.6	M18
RP11-394J1.2	M18
TRIM6-TRIM34	M18
TRIM34	M18
RP11-47I22.4	M18
RP11-351M8.2	M18
RP11-66B24.4	M18
CREBBP	M2
MLL5	M2
CRAMP1L	M2
NFIX	M2
BAZ1B	M2
SEC63	M2
BTN3A1	M2
POU2F2	M2
RANBP3	M2
TRIO	M2
CLEC16A	M2
PQLC2	M2
FAM184B	M2
THRAP3	M2
MLL3	M2
ZNF280C	M2
PCGF2	M2
OGFR	M2
GLTSCR1	M2
SUGP2	M2
ADAT1	M2
SPEN	M2
CDK13	M2
SLC9A3	M2
GOLGA5	M2
STAG3	M2
MYO9A	M2
DHX29	M2
POLR1A	M2
PHRF1	M2
SMG6	M2
MNT	M2
NDST1	M2
CSNK2A2	M2
TCOF1	M2
MAP4K4	M2
HLTF	M2
C17ORF85	M2
ZNF532	M2
ZZEF1	M2
ANO8	M2
ARHGEF10L	M2
SEMA3C	M2
GRAMD4	M2
ZNF638	M2
PTPN23	M2
PLXNA2	M2
GPATCH1	M2
CTTNBP2	M2
TOP2B	M2
PCM1	M2
CBFA2T2	M2
SRCAP	M2
DUSP12	M2
PALB2	M2
ZCCHC6	M2
NUFIP1	M2
ZNF324	M2
ZNF446	M2
ZNF8	M2
SSH1	M2
BCORL1	M2
ATRX	M2
ZNF213	M2
MAST2	M2
TXLNG	M2
HUWE1	M2
ACOX3	M2
PGS1	M2
CNOT3	M2
KHSRP	M2
GNA11	M2
CMTM1	M2
RCOR1	M2
TNRC6A	M2
SEMA6A	M2
XXBAC-B461K10.4	M2
BTAF1	M2
CYP26A1	M2
FBXL19	M2
SETD1A	M2
EFNA2	M2
SPECC1L	M2
PPIL2	M2
SLC35E4	M2
HIRA	M2
DEPDC5	M2
TCF20	M2
PNPLA3	M2
EP300	M2
NIN	M2
KIAA0586	M2
NINL	M2
ZMYND8	M2
ADNP	M2
GTPBP5	M2
C20ORF11	M2
RNF24	M2
RBFA	M2
KLF8	M2
ZNF629	M2
SLC38A7	M2
SLC7A6OS	M2
WDR59	M2
TAF1C	M2
ZNF500	M2
ABCC1	M2
CLUAP1	M2
CORO2B	M2
ARHGEF18	M2
DOT1L	M2
NOVA2	M2
C19ORF44	M2
AKAP8	M2
ZNF550	M2
DYRK1B	M2
FZR1	M2
PTPRS	M2
RAB3D	M2
MIER2	M2
CACNG7	M2
MLL4	M2
ZNF14	M2
GRIK5	M2
SIPA1L3	M2
ZKSCAN1	M2
CLIP2	M2
CORO2A	M2
RAPGEF1	M2
EIF3A	M2
FAM208B	M2
SMC3	M2
ZMIZ1	M2
CWC25	M2
RPS6KB1	M2
RAI1	M2
SMURF2	M2
CDR2L	M2
SUPT6H	M2
PHF12	M2
KIAA1211	M2
KLF3	M2
UPK2	M2
PRDM4	M2
SLC38A1	M2
ATN1	M2
PHC1	M2
PAK1IP1	M2
ICK	M2
SOBP	M2
KIAA0240	M2
HARS2	M2
CNOT6	M2
DROSHA	M2
RAD50	M2
ACTR8	M2
APC2	M2
MOGS	M2
ZNF142	M2
BIRC6	M2
BCL9	M2
TPSG1	M2
GON4L	M2
ARID1A	M2
MLL	M2
KLF7	M2
PHF3	M2
ZNF430	M2
FBXW2	M2
YLPM1	M2
PROX2	M2
C14ORF102	M2
KIAA1267	M2
PCDHB14	M2
C11ORF61	M2
ENOX1	M2
PROSER1	M2
ZFP30	M2
AKAP1	M2
CEP89	M2
ZNF549	M2
TMEM39B	M2
WIPF3	M2
MCART1	M2
TAF1L	M2
RBM19	M2
MED13L	M2
ZC3H13	M2
NCOA5	M2
PLCG1	M2
MPHOSPH10	M2
UPF3B	M2
FAM193A	M2
TTF1	M2
PSPN	M2
MED1	M2
STRADA	M2
SCAF1	M2
PRR12	M2
AHDC1	M2
TIMM8A	M2
HELB	M2
UBR4	M2
SIN3B	M2
SLC35E1	M2
EPS15L1	M2
SMARCA4	M2
AKAP9	M2
DGCR8	M2
RAB2B	M2
EPB41L4A	M2
CBFA2T3	M2
FAM155B	M2
PRKCSH	M2
SAFB2	M2
GTPBP3	M2
NSUN5	M2
MLLT1	M2
FCHO1	M2
SAMD10	M2
TAF4	M2
PRRC2B	M2
ZC3H4	M2
HIP1R	M2
PPAN	M2
PLXNA3	M2
ULBP3	M2
ZNF341	M2
ZFYVE20	M2
LRRC4B	M2
RAI2	M2
ZNF132	M2
ZSWIM4	M2
RFX1	M2
MYBBP1A	M2
ANKRD17	M2
KDM6B	M2
ARHGEF11	M2
ZSWIM3	M2
EPHB2	M2
ZNF414	M2
MORC2	M2
ZDHHC8P1	M2
KRBA1	M2
MEN1	M2
UNC79	M2
CTIF	M2
C15ORF29	M2
CD101	M2
ANKRD16	M2
DHX34	M2
NAA35	M2
POM121C	M2
SLC26A10	M2
STX6	M2
REV1	M2
TGFBRAP1	M2
EPC2	M2
ALDH1L2	M2
COG3	M2
RSAD1	M2
SAP130	M2
UGGT1	M2
ZFP37	M2
PGBD1	M2
FHDC1	M2
ALKBH8	M2
RTF1	M2
PARP6	M2
FNBP1L	M2
FBXO11	M2
SENP7	M2
SEC24B	M2
ANP32D	M2
SETD1B	M2
SRRM4	M2
C14ORF37	M2
SLC12A6	M2
DISP2	M2
IGF1R	M2
RUNDC2A	M2
DHX38	M2
ZNF287	M2
ASXL3	M2
ESCO1	M2
CSNK1D	M2
MBD1	M2
BRD4	M2
FEM1A	M2
CALR3	M2
CCDC97	M2
LMTK3	M2
ADAMTS10	M2
FBN3	M2
RERE	M2
GPR161	M2
USP21	M2
TUFT1	M2
POGZ	M2
GATAD2B	M2
FLG	M2
ZNF514	M2
AMMECR1L	M2
TMEM44	M2
DDX46	M2
ZNF300	M2
FAM193B	M2
RNF44	M2
SCUBE3	M2
ATXN7L1	M2
ZNF157	M2
ZNF182	M2
CCDC120	M2
ZNF711	M2
MFHAS1	M2
ARHGAP39	M2
ZNF462	M2
SURF6	M2
CIZ1	M2
FAM171A1	M2
PPRC1	M2
CELF1	M2
CCDC82	M2
C20ORF94	M2
TMC2	M2
KIAA0889	M2
CABLES2	M2
DCP1B	M2
SETBP1	M2
EPG5	M2
ZNF773	M2
ZNF256	M2
ZNF117	M2
CWC27	M2
AHCTF1	M2
PITPNC1	M2
OBSCN	M2
C3ORF19	M2
ZNF18	M2
C16ORF87	M2
C10ORF12	M2
MED7	M2
GRIP1	M2
SCAF4	M2
KAT6B	M2
PRR14	M2
FBRS	M2
LHFPL4	M2
BRPF1	M2
SMG1	M2
LRP8	M2
C6ORF81	M2
FMNL2	M2
SKI	M2
ZC3H18	M2
COPG2	M2
C11ORF30	M2
SCUBE1	M2
CELF3	M2
NPR2	M2
ZNF233	M2
ZNF235	M2
ARHGAP35	M2
ZBTB8A	M2
WDR4	M2
LRRC3	M2
RALGDS	M2
ZNF714	M2
SAFB	M2
CXCR5	M2
GATS	M2
ZNF333	M2
NTN3	M2
GMEB1	M2
LZIC	M2
KIAA1522	M2
FUBP1	M2
ZNF281	M2
PEX13	M2
RPRD2	M2
IWS1	M2
DCAF16	M2
YY1AP1	M2
CWC22	M2
ZNF513	M2
YEATS2	M2
GRIK3	M2
KIAA1530	M2
DEM1	M2
ZNF589	M2
ATRIP	M2
RAD54L2	M2
KIAA0947	M2
NIPBL	M2
UTP15	M2
USP49	M2
KIF27	M2
SNAPC4	M2
ZMYND19	M2
CLMP	M2
DCHS1	M2
LEO1	M2
MAPK7	M2
SCNN1G	M2
VPS39	M2
PATL1	M2
PPP1R29	M2
C7ORF51	M2
C17ORF56	M2
ZNF23	M2
ZNF226	M2
ZNF180	M2
NCKAP5L	M2
ATCAY	M2
WDR81	M2
ZNF558	M2
E4F1	M2
SRRM2	M2
KIAA1586	M2
UBTD2	M2
C3ORF78	M2
ATXN2L	M2
C17ORF65	M2
ZNF30	M2
TET2	M2
ZBTB49	M2
ANKRD49	M2
CEP120	M2
ZBTB43	M2
HEXDC	M2
CSGALNACT2	M2
ROBO1	M2
ZNF764	M2
TAS1R3	M2
CHD3	M2
C5ORF25	M2
TMEM192	M2
ZNF778	M2
NFRKB	M2
PRDM10	M2
NFXL1	M2
SCRT1	M2
RNF34	M2
MURC	M2
ZNF296	M2
KBTBD2	M2
TANC2	M2
TSNARE1	M2
INSR	M2
ZNF439	M2
DLK2	M2
ZNF562	M2
ZNF318	M2
DSCAM	M2
BPTF	M2
ATF7IP	M2
ZNF570	M2
SRGAP2P1	M2
JMJD1C	M2
ZNF554	M2
MOB3A	M2
AZU1	M2
STARD5	M2
IL16	M2
PRSS27	M2
DNAJB7	M2
GTPBP2	M2
HCFC1	M2
TMCC1	M2
C12ORF51	M2
C17ORF63	M2
KDM2A	M2
ZNF791	M2
PHC3	M2
SLC25A30	M2
SOCS7	M2
MGA	M2
TMEM81	M2
MSL2	M2
C12ORF35	M2
TRAF6	M2
FAM18B2	M2
CSRP2	M2
ERCC4	M2
MLXIP	M2
UBE2O	M2
DENND2C	M2
JAKMIP2	M2
FOXG1	M2
MCART6	M2
CTD-2368P22.1	M2
AC069278.1	M2
NCKAP5	M2
SMCR8	M2
FBXO46	M2
ACER2	M2
DSCAML1	M2
ULK1	M2
FAM20C	M2
PCDHB9	M2
ZBTB41	M2
CENPBD1	M2
ZNF454	M2
ZNF543	M2
ZNF354B	M2
HTR1A	M2
KLHL11	M2
ERN1	M2
NSUN3	M2
ZNF852	M2
AC087289.1	M2
ZNF552	M2
CTC1	M2
ALOXE3	M2
RAB39	M2
CLK3	M2
ARID3B	M2
